ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	IconFrame	BackgroundImage3
291	剑心送红包预行脚本		2		20		0		0	0									0																0~999				
292	百战英杰铸神兵	小橙武日常活动	4	5	90					52	0		全民参与	<text>text="      " font=168</text><text>text="在" font=18</text><text>text="扬州" font=168 link="NPCGuide/862"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/863"</text><text>text="、" font=18</text><text>text="长安" font=168 link="NPCGuide/864"</text><text>text="、" font=18</text><text>text="长安内城" font=168 link="NPCGuide/865"</text><text>text="、" font=18</text><text>text="洛阳" font=168 link="NPCGuide/866"</text><text>text="、" font=18</text><text>text="太原" font=168 link="NPCGuide/867"</text><text>text="的羽霓虹处接取任务。" font=18</text>		<text>text="       太原历史进程进入第五阶段后，接取并完成“百战英杰铸神兵”任务，为保卫太原做出杰出贡献的侠士，将获得5块金玄玉奖励。" font=18</text>			2	ui\Image\Active\活动场景\金玄玉任务.tga	ui\Image\Active\活动场景\金玄玉任务.tga	0				500				1		1442876400	1447110000	235				15	ui\Image\Active\活动场景\金玄玉任务.tga
293	更新薪火值重置时间		4		1	0	0	0			4						3									0	0	0		0				0	0~999				
294	寻龙勘脉窥天机		2	5	95		9	0			1			<text>text="可在瞿塘峡白帝城的" font=18</text><text>text="活动任务" font=229 link="NPCGuide/827"</text><text>text="牌处接取活动任务。" font=18</text>		<text>text="1、每周三、周五、周六、周日的早上七点开启，持续到次日凌晨七点。\\\n2、在瞿塘峡各处协助源明雅完成勘测，打败来捣乱的十二连环坞杂兵，镇压守护兽。\\\n3、打败前来挑战的地图首领宇文画可以获得奖励。\\\n4、打败因为地脉紊乱而出现的守护兽可以获得奖励。" font=18</text>			2	ui\Image\Active\活动场景\寻龙勘脉窥天机.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_QTXXunLongMai.tga					524								514	0~999			11	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_QTXXunLongMai.tga
295	新建·未使用		1		20												4																						
296	阴阳两界NPC刷新		2																																0~999				
298	新建·未使用		2																																0~999				
299	大草原-篝火会		4											<text>text="阴山大草原" font=18</text>		<text>text="1.每日晚九点至次日早上七点开放。\\\n2.可以参与篝火会的各项内容来获得事件积分：喝酒吃肉、与回鹘勇士摔跤、围着篝火跳舞……\\\n3.还有一些隐藏的事件等待你的发现。" font=18</text>																			0~999	216		9	
300	千岛湖·温泉战倭	7:00-次日6:59	4	4	95		17							<text>text="侠士可前往千岛湖，按“M”键打开地图查看正在发生的公共事件的位置。\\\n九邬碧玉可交给千岛湖的" font=18</text><text>text="陈徽之" font=229 link="NPCGuide/909"</text><text>text="换取淮南商行声望。" font=18</text>		<text>text="1、捡到“用过的毛巾”可以交给某个侍女。\\\n2、条件允许的情况下，多多泡温泉，有益身心健康。\\\n3、当日最多可获得九邬碧玉一百个。" font=18</text>			2	ui\Image\Active\活动场景\千岛湖.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQQianDaoHu.tga					558									0~999	215;	<text>text="侠义值、江贡、九邬碧玉" font=18</text>	18	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQQianDaoHu.tga
301	风雨琴歌		1	5	90		25				0			<text>text="在扬州、金水镇、巴陵县、龙门荒漠、白龙口、无量山、苍山洱海、黑龙沼等地，消灭白陶的侍从。" font=18</text>		<text>text="早上7点-晚上8点，在大唐各地会出现神秘的白陶侍从，白陶的侍从会用音律控制毒虫攻击靠近的侠士。击败一个场景内的五个白陶侍从可获得事件奖励。" font=18</text>	4			ui\Image\Active\活动场景\风雨琴歌.tga	ui\Image\Active\活动场景\风雨琴歌.tga																	16	ui\Image\Active\活动场景\风雨琴歌.tga
302	大草原-运马		4											<text>text="阴山大草原" font=18</text>		<text>text="1.每日早上七点至下午两点活动开启\\\n2.协助小七与药罗葛思伦护送回纥商队运送马匹出阴山" font=18</text>																			0~999	216		22	
303	大草原-运货		4											<text>text="阴山大草原" font=18</text>		<text>text="1.每日下午两点至晚上八点开启活动\\\n2.协助小七与药罗葛思伦护送回纥商队回到部族" font=18</text>																			0~999	216		22	
304	五台山·无遮大会	7:00-次日6:59	4	4	95		17							<text>text="侠士可前往五台山，按“M”键打开地图查看正在发生的公共事件的位置。\\\n九邬碧玉可交给五台山的" font=18</text><text>text="慧善" font=229 link="NPCGuide/907"</text><text>text="换取无遮会声望。" font=18</text>		<text>text="1、协助五台山的大师将举办无遮会所需的物资从台怀镇运往佛光寺。\\\n2、运送的货物不同负重效果也会不同，同时获得的事件积分也会不同。\\\n3、记得挑战沿途的吐蕃僧，看到水果摊也要记得吃些水果。\\\n4、当日最多可获得九邬碧玉一百个。" font=18</text>			2	ui\Image\Active\活动场景\五台山.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQWuTaiShan.tga					558									0~999	214	<text>text="侠义值、江贡、九邬碧玉" font=18</text>	21	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQWuTaiShan.tga
305	黑戈壁·沙漠杀机	7:00-次日6:59	4	4	95		17							<text>text="侠士可前往黑戈壁，按“M”键打开地图查看正在发生的公共事件的位置。\\\n九邬碧玉可交给黑戈壁的" font=18</text><text>text="姜微" font=229 link="NPCGuide/910"</text><text>text="换取跋汗族黑水城声望。" font=18</text>		<text>text="1、从引路火把上获取冒烟的火把，使用流烟将沙漠中隐藏的敌人熏出击杀。\\\n2、协助明教弟子将补给物品运往寒池北边的跋汗族营地。\\\n3、当日最多可获得九邬碧玉一百个。" font=18</text>			2	ui\Image\Active\活动场景\黑戈壁.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQHeiGeBi.tga					558									0~999	217	<text>text="侠义值、江贡、九邬碧玉" font=18</text>	21	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQHeiGeBi.tga
306	六周年庆		1	5	1	0	1	0			4			<text>text="洛阳·战乱" font=229</text><text>text="、90级的" font=18</text><text>text="五人秘境" font=229</text>		<text>text="活动时间8月27日早7点-9月14日早7点。\\\n1、" font=18</text><text>text="大战日常" font=229</text><text>text="、" font=18</text><text>text="主城茶馆" font=229</text><text>text="、" font=18</text><text>text="辎重争夺" font=229</text><text>text="、" font=18</text><text>text="据点贸易" font=229</text><text>text="等日常奖励翻倍。\\\n2、击杀90级5人秘境最后的首领有几率掉落背部挂件" font=18</text><text>text="夜幕星河" font=74 link="ItemLinkInfo/8/13914"</text><text>text="。\\\n3、击杀90级秘境首领可获得" font=18</text><text>text="江湖不老囊" font=77 link="ItemLinkInfo/5/17376"</text><text>text="和" font=18</text><text>text="剑" font=68 link="ItemLinkInfo/5/22084"</text><text>text="、" font=18</text><text>text="侠" font=68 link="ItemLinkInfo/5/22085"</text><text>text="、" font=18</text><text>text="情" font=68 link="ItemLinkInfo/5/22086"</text><text>text="、" font=18</text><text>text="缘" font=68 link="ItemLinkInfo/5/22087"</text><text>text="四种字样的任意一种。\\\n4、全难度下风雪稻香村、秦皇陵、夜守孤城及逐虎驱狼秘境" font=18</text><text>text="额外掉落一件装备" font=229</text><text>text="。\\\n5、团队秘境沉沙玄晶" font=18</text><text>text="沉沙玄晶" font=68 link="ItemLinkInfo/5/19284"</text><text>text="及" font=18</text><text>text="浮屠陨铁" font=74 link="ItemLinkInfo/5/19283"</text><text>text="掉率翻倍。" font=18</text><text>text="\\\n" font=229</text><text>text="6、8月27日早7点-8月28日早7点充值时间与消耗返还" font=18</text><text>text="两倍积分" font=229</text><text>text="。" font=18</text>	4			ui\Image\Active\活动场景\夜幕星河.tga	ui\Image\Active\活动场景\夜幕星河.tga					0	0	0	0	0				0	0~999			21	ui\Image\Active\活动场景\夜幕星河.tga
307	门派事件-长歌		4																																0~999				
308	长歌·学堂晒书		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="长歌徽山书院" font=229 link="NPCGuide/912"</text><text>text="附近参与长歌门派事件。" font=18</text>		<text>text="1、将徽山书院中晾晒的书札拾取并交给李白先生。\\\n2、赵宫商、凤息颜、韩非池等人也会有生活琐事需要人帮助，但不是所有侠士都能遇到！\\\n3、长歌门人乐于分享知识，拾取手札时如若遇到没读过的书籍，侠士可放心阅读。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\长歌学堂晒书2.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_XueTangShaiShu.tga						10318	1							0~999	213	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_XueTangShaiShu.tga
309	大草原·拍卖盛会	周五、周六、周日晚九点	4	3							2			<text>text="阴山大草原" font=18</text>		<text>text="1、周五、周六、周日晚九点，草原上的两大势力将举行一场特殊的拍卖会。\\\n2、所有物品先买先得，如果一定时间内没有人购买，出售方将自动降价，直至最低价。\\\n3、最低价时仍无人购买，对应的物品将进行流拍，也就是出售方停止该物品的拍卖。" font=18</text>																			0~999		<text>text="各种稀有物品" font=18</text>	22	
310	新建·未使用		3																																0~999				
311	杨逸飞对决白陶		1	5	90						0			<text>text="金水镇、巴陵县、龙门荒漠、白龙口、无量山、苍山洱海、黑龙沼等地。" font=18</text>		<text>text="杨逸飞会在、金水镇、巴陵县、龙门荒漠、白龙口、无量山、苍山洱海、黑龙沼等地，消灭白陶的分身。\\\n打开世界地图，可以查看杨逸飞所在地图，参与活动。" font=18</text>	4			ui\Image\Active\活动场景\风雨琴歌.tga	ui\Image\Active\活动场景\风雨琴歌.tga																	16	ui\Image\Active\活动场景\风雨琴歌.tga
312	当世长歌		1	5	80~90						0			<text>text="在扬州" font=18</text><text>text="张水倾" font=229 link="NPCGuide/889"</text><text>text="和" font=18</text><text>text="任莞" font=229 link="NPCGuide/890"</text><text>text="处接取活动任务，在" font=18</text><text>text="洛阳·战乱" font=229 link="NPCGuide/891"</text><text>text="参加公共事件。" font=18</text>		<text>text="1、活动时间截止剑胆琴心资料片上线。\\\n2、侠士可前往扬州活动区张水倾处接取任务，开启了解长歌之旅。\\\n3、侠士可前往扬州活动区任莞处接取日常任务，日常任务奖励的道具可用于兑换活动挂件。\\\n4、侠士可前往扬州活动区莲莲处兑换特殊的琴挂件。\\\n5、活动期间，百战英杰铸神兵任务奖励的金玄玉翻倍。\\\n6、活动期间，名剑大会每场竞技结算时获得双倍积分，双倍名剑币；9月28日起战阶积分结算还可获得双倍效果！" font=18</text>	4			ui\Image\Active\活动场景\风雨琴歌.tga	ui\Image\Active\活动场景\风雨琴歌.tga														0~999			16	ui\Image\Active\活动场景\风雨琴歌.tga
313	大草原·回纥部族	7:00-次日6:59	4	4	95		17							<text>text="侠士可前往阴山大草原，按“M”键打开地图查看正在发生的公共事件的位置。\\\n九邬碧玉可交给阴山大草原的" font=18</text><text>text="阿勿嘀荧" font=229 link="NPCGuide/908"</text><text>text="换取回纥商队声望。" font=18</text>		<text>text="1、运马事件在早上七点至下午两点开放，运货事件在下午两点至晚上八点开放，侠士需协助小七与药罗葛思伦护送。\\\n2、篝火会在晚八点至次日早上七点开放，侠士可以参与篝火会的各项内容：喝酒吃肉、与回鹘勇士摔跤、围着篝火跳舞……还有一些隐藏的事件等待你的发现。\\\n3、当日最多可获得九邬碧玉一百个。\\\n" font=18</text>			2	ui\Image\Active\活动场景\大草原.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQDaCaoYuan.tga					558									0~999	216;	<text>text="侠义值、江贡、九邬碧玉" font=18</text>	22	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_PQDaCaoYuan.tga
314	新建·未使用		3																																				
315	江湖茶馆		2	4	95									<text>text="前往" font=18</text><text>text="太原" font=229 link="NPCGuide/894"</text><text>text="、" font=18</text><text>text="阴山大草原" font=229 link="NPCGuide/895"</text><text>text="茶馆老板娘赵云睿处接受任务。" font=18</text>		<text>text="1、每人每日可接取十次茶馆小童的任务委托。\\\n2、额外奖励需要从老板娘处接取任务" font=18</text><text>text="快马江湖杯中茶" font=168</text><text>text="来获得。" font=18</text>	4			ui\Image\Active\活动场景\95级茶馆.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_95ChaGuan.tga					545				1		1488150000	1489964400		0~999			12	ui\Image\Active\活动场景\茶馆.tga
316	晶矿争夺-黑戈壁		3	4	95									<text>text="侠士可前往黑戈壁找" font=18</text><text>text="莫云" font=229 link="NPCGuide/892"</text><text>text="或" font=18</text><text>text="莫白" font=229 link="NPCGuide/893"</text><text>text="接取任务。" font=18</text>		<text>text="1、侠士到达活动地点参与收集晶矿公共任务可获得奖励。\\\n2、侠士参与护送矿车公共任务即可获得奖励。" font=18</text>	4			ui\Image\Active\活动场景\晶矿争夺.tga	ui\Image\Active\活动场景\贸易据点.tga						8114	1		1		1488150000	1489964400		0~999			26	ui\Image\Active\活动场景\贸易据点.tga
317	淬炼以及五行石转换开关		2				0																																
