id	content
1351	\n用各种手段想夺取这些经书。\n\n　　妄念让他的心已经入魔，忘记了佛\n\n法应该普度众生的教旨，认为就算无法\n\n夺得经书，也要将其销毁，不能让三藏\n\n法师带回东土。但三藏法师的名声已经\n\n在天竺传开，所有的国家都尊崇他，所\n\n以，师子光的行动均以失败而告终。\n
1352	\n　　贞观二十二年，摩揭陀王尸罗多逸\n\n驾崩，国内陷入大乱。叛臣阿罗顺那篡\n\n位，自立为新王。师子光借着阿罗顺那\n\n的势力在天竺拥有了一座规模很大的寺\n\n庙，名字叫做“战宝迦兰”。表面上这\n\n只是一个普通的寺庙，实际上，内部却\n\n是一个组织严密的势力。他们自称“菩\n\n提会”，在壮大自己的势力的同时，还\n
1353	\n要去大唐销毁那些来自天竺的经书。\n\n　　天寿二年，师子光率人赴少林夺经\n\n，为少林高僧所伤，归国之后，抑郁而\n\n死，他的弟子摩提耶罗继承了他的地位\n\n。此时的菩提会，因为佛法在天竺衰落\n\n却在大唐兴盛，日益感到无比的愤怒和\n\n妒忌，对少林寺更是充满了仇恨。\n
1354	　　摩提耶罗觉得，仅凭菩提会一己之\n\n力想摧毁大唐的佛教是不可能成功的。\n\n于是，他派出会内十二宝树王中的两位\n\n来到中土，寻找机会。\n\n　　大光明寺之变后，摩提耶罗觉得是\n\n拉拢明教的好机会，于是，他来到西域\n\n，表明菩提会和明教都是外来之客，饱\n\n受欺凌，应该联合起来，这样才能合力\n\n对付中土的武林势力。而明教刚刚受到\n
1355	重创，于是便答应了菩提会的请求。\n\n　　而老天不知为何也开始眷顾这些远\n\n道而来的僧人。自杨国忠接管神策军之\n\n后，一直图谋削弱少林。他发现菩提会\n\n对中土佛教的仇恨，便命人交涉，菩提\n\n会得到如此强硬的后台，欣然同意。很\n\n快，他们在洛阳便有了一座宏伟的寺庙\n\n，名字，也叫“战宝迦兰”。\n
1356	\n　　菩提会武功，以师子光青木神掌为\n\n最。天寿二年，师子光携会内风云火三\n\n使前来少林夺经。当时他的武学已为天\n\n竺第一人，青木神掌横扫少林无敌手。\n\n少林高僧渡法晓之以理、动之以情，苦\n\n劝其归，谁料师子光冥顽不灵，不服点\n\n化。无奈之下，渡法出手与之相搏，最\n\n终以金刚不坏之身和燃木刀绝学重伤师\n
1357	\n子光。而自己也为青木神掌重创。\n\n　　师子光归国之后，怨念更甚，认为\n\n中土武学之所以能超越天竺，完全是拜\n\n经书所赐。次年，抑郁而终。\n
1358	\n　　当时，佛法已经开始在天竺腐坏没\n\n落。这让佛子们深感不安。为了改变当\n\n前的景象，摩提耶罗继承了师父的遗愿\n\n，大力发展菩提会，发誓要让佛法中兴\n\n，并通过各种手段辅助阿罗顺那的儿子\n\n夺取江山。\n\n　　为此，他们更是加紧了夺取经书的\n\n步伐。从师子光开始，菩提会已经有了\n
1359	\n\n这样一个成见：中土兴盛的根本原因，\n\n乃是从天竺盗走了佛经，从此得了佛法\n\n。这一切，本来应该是属于天竺，而不\n\n是属于大唐的。\n\n　　摩提耶罗是师子光所收养的一个小\n\n沙弥，虽喜爱佛法，却颇为偏激。在他\n\n的作用下，这种成见在菩提会内愈演愈\n\n烈。\n
1360	\n\n\n　　菩提会信奉小乘佛教，认为成佛解\n\n脱的根本在于自我的修炼，最终达到涅\n\n磐，由此不堕轮回。故而僧人皆恪守清\n\n规戒律。\n\n　　摩提耶罗本身就是一个恪守佛规的\n
1361	\n\n\n\n人，其古板可谓登峰造极。例如，他极\n\n其讨厌妇人，说妇人乃是万恶之根源，\n\n因此，从来不接触女子。他甚至告诫弟\n\n子，万不可和女人有任何关系，包括自\n\n己的母亲也要少接触。\n
1362	　　菩提会之宝，乃三法印，十二因缘。\n\n　　三法印，是释迦牟尼世尊，自人生\n\n现实的生老病死问题中，研究其果，推\n\n察其因，所观察出的现实上的真理，这\n\n真理就是“诸行无常，诸法无我，涅槃\n\n寂静。”故菩提会以此立风火云三使，\n\n教之以绝世之武功，执行特殊任务。\n\n　　十二因缘，乃是无明缘行、行缘识\n
1363	、识缘名色、名色缘六入、六入缘触、\n\n触缘受、受缘爱、爱缘取、取缘有、有\n\n缘生、生缘老死。亦是世尊所开悟的人\n\n之所以有困惑苦恼的真理。菩提会引申\n\n为俱明、正直、智慧、平等、齐心、掌\n\n火、功德、大圣、常胜、勤修、镇恶、\n\n信心。以此十二缘，分立十二个掌教使\n\n，称“十二宝树王”。辅助会首管理会\n\n中事务。\n
1364	\n【洛阳白马寺】\n\n\n\n\n　　建于东汉永平十一年。东汉永平七年明帝夜梦神人，次日早朝遍问群臣，有人说这边是西域的“佛”。于是明帝派使者羽林郎中泰景、博士弟子王遵等是三人人去西域，访求佛道。三年后，他们同两位印度僧人迦叶摩腾和竺法兰回到洛阳，带回经书和佛像，开始翻译一部分佛经。同时在洛阳建立起东土第一座佛寺，并以驮回经书的白马为名，叫“白马寺”。
1365	\n\n\n\n　　诗云：\n\n\n　　　　　明月见古寺,\n\n　　　　　林外登高楼。\n\n　　　　　南风开长廊,\n\n　　　　　夏日凉如秋。
1366	\n【长安慈恩寺】\n\n\n\n　　始建于隋开皇九年，初名无漏寺。贞观\n\n二十二年，皇太子李治为其母文德皇后追荐\n\n冥福而扩建为大慈恩寺。玄奘奉敕由弘福寺\n\n移居此寺为上座并主持翻经院，迻译佛经。\n\n永徽三年，玄奘奏请于寺内建贮存佛经的大\n\n雁塔。
1367	　\n\n　诗云：\n\n\n　　　　塔势如涌出，孤高耸天宫。\n　　　　登临出世界，磴道盘虚空。\n　　　　突兀压神州，峥嵘如鬼工。\n　　　　四角碍白日，七层摩苍穹。\n　　　　下窥指高鸟，俯听闻惊风。\n　　　　连山若波涛，奔凑如朝东。\n　　　　青槐夹驰道，宫馆何玲珑。\n　　　　秋色从西来，苍然满关中。\n　　　　五陵北原上，万古青蒙蒙。\n　　　　净理了可悟，胜因夙所宗。\n　　　　誓将挂冠去，觉道资无穷。
1368	\n\n【杭州灵隐寺】\n\n\n\n　　建于东晋咸和元年。当时天竺僧人慧理\n\n来到杭州，看到这里山峰奇秀，认为是“仙\n\n灵所隐”，所以就在这里建寺，取名“灵隐\n\n”。在飞来峰与北高峰之间灵隐山麓中，两\n\n峰挟峙，林木耸秀，深山古寺，云烟万状。
1369	\n\n\n　　诗云：\n\n\n\n　　　　鹫岭郁岧峣,龙宫锁寂寥。\n　　　　楼观沧海日,门对浙江潮。\n　　　　桂子月中落,天香云外飘。\n　　　　扪萝登塔远,刳木取泉遥。\n　　　　霜薄花更发,冰轻叶未凋。\n　　　　夙龄尚遐异,搜对涤烦嚣。\n　　　　待入天台路,看余度石桥。
1370	\n\n【钟南山青龙寺】\n\n\n\n\n　　建于隋开皇二年，原名“灵感寺”。武\n\n德四年寺废。据传，龙朔二年城阳公主患病\n\n，苏州和尚法朗诵观音经祈佛保佑得愈，公\n\n主奏请复立为观音寺。景云二年改名青龙寺。
1371	\n\n\n　　诗云：\n\n\n\n　　　　　碣石山人一轴诗，\n\n　　　　　终南山北数人知。\n \n　　　　　拟看青龙寺里月，\n\n　　　　　待无一点夜云时。
1372	\n【钟南山香积寺】\n\n\n\n\n　　建于高宗永隆二年，是年净土宗善导大\n\n师圆寂，弟子怀恽为纪念善导功德，修建了\n\n香积寺和善导大师供养塔。一说寺旁有香积\n\n堰水流入长安城内，故名香积；另一说源于\n\n佛经“天竺有众香之国，佛名香积”。
1373	\n\n\n　　诗云：\n\n\n\n　　　　不知香积寺，数里入云峰。\n\n　　　　古木无人径，深山何处钟。\n\n　　　　泉声咽危石，日色冷青松。\n\n　　　　薄暮空潭曲，安禅制毒龙。
1374	\n\n\n【栖霞山栖霞寺】\n\n\n\n\n　　始建于南齐永明七年。梁僧朗于此大弘\n\n三论教义，被称为江南三论宗初祖。最初称\n\n栖霞精舍，本朝改名功德寺。
1375	　\n\n\n　诗云：\n\n\n\n　　　　跻险入幽林，翠微含竹殿。\n\n　　　　泉声无休歇，山色时隐见。\n\n　　　　潮来杂风雨，梅落成霜霰。\n\n　　　　一从方外游，顿觉尘心变。
1376	\n\n\n【龙门山香山寺】\n\n\n\n　　始建于北魏熙平元年，垂拱三年，天竺\n\n高僧地婆诃罗葬于此，为安置其遗身重建佛\n\n寺。天授元年武三思奏请，敕名“香山寺”\n\n，并重修该寺。
1377	\n　　诗云：\n\n\n\n　　　　南山奕奕通丹禁，\n　　　　北阙峨峨连翠云。\n\n　　　　岭上楼台千地起，\n　　　　城中钟鼓四天闻。\n\n　　　　旃檀晓阁金舆度，\n　　　　鹦鹉晴林采眊分。\n\n　　　　愿以醍醐参圣酒，\n　　　　还将祇苑当秋汾。
1378	\n渡法[95岁]\n『不老僧』渡法。少林两大隐居高僧之一，也是渡字辈仅存两位高僧之一，不问世事多年，与师弟渡会一同在后山参禅，武功佛学俱是少林最高。少林武学博大精深，甚为注重根基修炼，高级武学往往需要数种低级武功以为基础方可顺利修行，是以少林武学弟子虽众，少年时期便可崭露头角之人却寥寥无几。渡法自幼便在少林修行，他天赋甚佳，性情更是难得的稳重，并不如大多奇才一般恃才躁进，习武同时，更将各般武学辅助相应佛学典籍，三十六岁之时，渡法修完全部少林低级武学，准入住藏经阁修习，此时渡字辈大多弟子早已修习高级武学多年，进境较速如渡如、渡会、渡风者已修成一门高级武学。
1379	\n渡法入住藏经阁后，四年之内，尽阅阁中经书。公元690年，渡法出藏经阁，往证道院，与院中高僧详解佛法，众僧无不叹服。周天寿二年(公元693年)，天竺菩提会会首师子光携会内风云火三使前来少林寺恃武索经，师子光武学此时已为天竺第一人，以西域青木掌横扫少林，寺中僧人无人能敌。渡法先以佛学苦劝其归去不果，终出手与之相拼，度法借金刚不坏身法和燃木刀绝学重伤师子光，自己也为青木神掌轻伤，方才保住了少林藏经。经此一役，少林众僧方知渡法苦修数年，不仅佛法冠绝群伦，武学也已超凡入圣。渡法晚年，将易筋，洗髓二经修至化境，面容竟渐返壮年之貌，寺中高僧皆谓其不老不死，实为祖师逝后寺内第一人。渡法晚年隐居后山佛陀洞参禅，不履凡尘。
